,fdc_id,1004,1003,1087,1090,1092,1095,1091,1089,1098,1101,1051,1007,1093,1002,1167,1175,1165,1166,1103,1079,0,1,2,3,4
0,319883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139549.82714417513,7629.611107131494,2.2501055990843892,0.6563036174078495,0.574601164404214
1,319906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139526.3973196784,7607.049118845078,2.2525044183725598,0.6561930892246514,0.5748184528382794
2,319907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139525.3786316568,7606.068162832624,2.2526087148633493,0.6561882836514686,0.5748279001614995
3,319909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139523.3412556136,7604.1062508077175,2.25281730784493,0.6561786725051036,0.57484679480794
4,319910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139522.322567592,7603.125294795265,2.2529216043357194,0.6561738669319211,0.5748562421311603
5,319918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139514.1730634192,7595.277646695642,2.2537559762620396,0.6561354223464609,0.5749318207169221
6,319919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139513.15437539763,7594.296690683188,2.2538602727528296,0.6561306167732782,0.5749412680401423
7,319920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139512.13569461394,7593.315459571084,-0.3041693237278735,0.5406548409183601,0.7402009678447034
8,319926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139506.02355924645,7587.429998596018,2.25459034818836,0.6560969777610005,0.575007399302684
