,fdc_id,1004,1003,1087,1090,1092,1095,1091,1089,1098,1101,1051,1007,1093,1002,1167,1175,1165,1166,1103,1079,1170,1264,1265,1266,1314,1315,1316,1300,1109,1299,1404,1267,1323,1304,1263,1271,1306,1253,1262,1301,1311,1011,1177,1273,1313,1009,1178,1406,1012,1126,1185,1280,1010,1303,1223,1224,1278,1102,1107,1210,1211,1212,1213,1214,1215,1217,1218,1219,1220,1221,1222,1225,1226,1227,1259,1180,1194,1277,1195,1261,1196,1198,1197,1162,1411,1123,1105,1094,1097,1137,1146,1199,1321,1272,2012,1260,1127,1216,1125,1405,1112,1128,1312,2009,1183,1084,1120,1232,1258,1292,1293,1075,1100,1013,1317,1334,2014,1082,1129,1108,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,321360,0.64,0.81,10.0,11.8,257.0,0.19,27.0,0.31,0.055999999999999994,0.098,92.7,0.55,5.0,0.13,0.805,0.06,0.075,0.065,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,8.0,0.0,0.6,0.0,1.2,0.0,0.0,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-138060.94031965395,7013.590581510586,0.4449811846558494,0.10254612845090105,0.32785986275108214,-0.20149956579384626,1.3064279308303095,-0.23088243512157966,0.16916635034074667,0.13668150891615313,-0.2627444708260647,0.09748029906189885,0.13870881159422838,-0.08563722654659546,-0.12817104197553658,0.008941281155090547,-0.21084976741818864,0.15492026363077754,-0.14239839644173632,-0.5018421526445249,0.009884066685934865,0.248670876366467,-0.025942829133005066,-0.1738821637232607,0.14013500823536532,0.1967025261961916,-0.23813519390608218,-0.006508269068467073,0.2328223629954277,0.17596903325259106
1,321505,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,99.0,38500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-137913.23055662937,6871.351998053522,0.570638202308186,-0.04287815197893702,0.1266013717947347,0.1439752943748288,-0.0827572823399896,-0.2628023245865784,-0.8108070035997227,0.8174474347041139,0.4269895847472649,0.1106440899288561,0.34492899637960367,0.1338416563627684,0.07174525622170683,-0.30997144345874694,0.0815927455950457,0.014395726299090722,-0.09167649214251651,0.1375446641718523,0.42669899547348383,-0.1883012674555522,-0.30315353785866567,-0.04127354964234423,0.06935692947193461,0.1494377521106264,-0.38157886631131016,-0.34250822112250406,-0.20840471479973421,0.09413586755994299
2,321611,0.38,1.06,36.0,12.5,96.0,0.19,23.0,0.61,0.040999999999999995,0.18,93.5,0.92,305.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-137805.2496303997,6767.3704443789575,-0.862821332845012,-0.2436509149088394,-0.11255638748684965,-0.3262906518869041,0.6402282712363417,-0.44706483254612844,-0.3104950199897296,0.20319214547519998,-0.33851519318565637,0.5268041265909446,-0.1981047119430012,-0.18208811538164088,-0.5927437889452248,-0.0029754041344241026,-0.4785258299366333,-0.15872689825340686,-0.24089291702392748,0.276746866713713,0.10869578603953291,0.17647342340100317,0.0177390755827487,0.00723026413308079,-0.09403140548495725,0.10331402143011169,0.333076109553912,0.157322364132234,-0.04292088580701543,-0.08527534447445996
3,323505,1.49,3.06,264.0,29.7,352.0,0.4,58.0,1.14,0.054000000000000006,0.775,89.8,1.53,18.0,0.49,1.02,0.16,0.13,0.33,0.0,4.1,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,60.0,0.0,0.0,0.0,0.0,0.0,0.4,0.13,378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.5,0.0,5760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-135875.8545117588,4909.440013179022,1.3380776439607431,0.21008608564104703,0.21503373428795464,-0.09177617169286002,0.6832950437898128,0.2894900626566519,-0.02956715211682047,0.25563596017565565,-0.052413553533717544,-0.05873465089965863,0.6427600805915181,-0.10724601575122156,-0.11579527598115162,-0.3300488652623661,-0.001953013660449433,-0.39813127711764185,-0.36002120565689827,-0.3481401849762943,0.10345804350187343,0.2798647430377969,-0.3582803488054687,-0.0894147982604491,0.09438867626952026,-0.11276545935706438,-0.2414878400291674,0.13813302273544628,0.15802224451383856,0.12015430455379282
4,323604,10.2,12.3,56.0,11.2,117.0,1.21,188.0,1.76,0.0,0.0,75.4,1.18,121.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-135775.00440210407,4812.325223128513,-0.08798171771241695,-0.24579030745801178,-1.0134482104698397,-0.1491477951821755,0.4611120844202752,0.18324490199398283,0.11253248940431618,-0.5117718285600037,0.26010029308565075,0.2560013322453812,0.19985377187633116,0.19467027711068857,-0.22612020166320446,-0.16349032200438962,-0.0526397613498663,0.058618200790980596,-0.23844905946865352,-0.10009950799032576,-0.18355727070356467,-0.001777485710420132,-0.18014378038774942,0.22553407653193497,-0.1363380250174495,0.03579308777948836,-0.24178862967082632,0.09096171933067021,-0.03578751275596995,0.34752220721759347
5,323697,0.15,10.1,8.0,10.5,134.0,0.0,0.0,0.0,0.0,0.0,88.3,0.71,150.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-135680.2664175046,4721.09624978214,-0.668400683226731,-0.34958787157559046,-1.040324492380223,-0.21499531300960475,0.45008955064551,-0.012806051858869273,0.11016774446978823,-0.2907800974729632,0.21454335907263347,0.2838957107864282,-0.07687523550397704,0.3290129106884999,-0.1782296226332198,-0.21195067292768324,-0.24893595241680297,-0.023588026772762255,0.07709056912829185,-0.1658126539799004,-0.0062832390213646,-0.28520958942883945,-0.15756666210623982,0.04383770738276124,-0.1528774830540655,0.12521327973219643,-0.16396012841705074,-0.21778775069885842,0.0790524432446743,0.21213933660882855
6,323793,0.63,79.8,113.0,87.8,953.0,0.49,107.0,0.0,0.0,0.0,8.26,5.45,1230.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-135582.47236318732,4626.924584236736,0.6521758201437454,-0.48977503703173675,-0.7323688507820162,-0.6358615124890682,0.4952852727152144,-0.16855873238302868,-0.18118714292423915,0.25276435510148726,0.027642688764208147,0.1753540903426512,-0.7568981522601205,0.5675346813534212,-0.24909987503244807,0.012138717433072783,-0.17709484635698228,-0.2931889524013475,0.281515601712046,-0.30913286936431766,0.04932979295299193,-0.40244495498628896,0.0797141001770362,-0.2716035320243601,-0.20974815304733302,0.23599437775379,0.04083573792141425,-0.23892768680183,0.1745400304168156,0.10876952053894506
7,324038,0.2,1.4,28.0,15.2,256.0,0.18,32.0,0.39,0.065,0.11,89.2,2.31,656.0,0.22,1.13,0.177,0.035,0.0,0.0,1.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.14,4.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,-135332.89379648262,4386.590452128513,1.3699991953929678,0.9420913433346841,0.3762149217685748,-0.5729726758639035,0.011537396946477985,-0.1134382939042815,-0.11929018162665381,0.1914836825401429,-0.12495807679428517,-0.31793888808981824,0.18951959345019298,-0.2910780227021234,-0.2509923032444867,0.33255701712000585,-0.2219526124332227,-0.3985071936013286,0.2039767317133098,0.13819838902060042,0.5198565127375597,0.14110201096202554,0.3652524283558849,0.3292286759417839,0.3144442167817789,0.41068515722374543,-0.12363704883499153,0.2877450682618558,0.16200527164891693,0.1317649433510229
8,324653,0.36,0.5,54.0,6.9,112.0,0.1,16.0,0.21,0.026000000000000002,0.057999999999999996,94.9,2.3,736.0,0.08,0.11,0.03,0.05,0.057,0.0,1.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,8.0,0.0,0.0,0.0,0.0,0.0,0.64,0.06,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134706.40066656808,3783.302388251563,0.1859258333180336,1.0967773608300542,0.46125177424716246,-0.01271127327885176,0.7083369255362523,-0.5428022029301263,-0.33087473671677065,0.22690420673442463,0.2640470999768566,-0.013084566933923441,0.4119490818873372,0.9082636697391411,0.1351252445380014,0.3542899812716076,-0.047218784656181914,0.2528881217458169,0.2707943439105699,0.09361628525958693,-0.248400024506876,-0.2798306420817376,0.22322945654811177,0.7194588240679799,0.11906785520257121,-0.442489636929207,-0.25870588341444484,0.16256818231581155,-0.1387643891079662,0.19892212532087442
