,fdc_id,1004,1003,1087,1090,1092,1095,1091,1089,1098,1101,1051,1007,1093,1002,1167,1175,1165,1166,1103,1079,1170,1264,1265,1266,1314,1315,1316,1300,1109,1299,1404,1267,1323,1304,1263,1271,1306,1253,1262,1301,1311,1011,1177,1273,1313,1009,1178,1406,1012,1126,1185,1280,1010,1303,1223,1224,1278,1102,1107,1210,1211,1212,1213,1214,1215,1217,1218,1219,1220,1221,1222,1225,1226,1227,1259,1180,1194,1277,1195,1261,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,319920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139512.13569461394,7593.315459571088,-0.3041693247891237,0.5406560861761421,0.7402139547895676,0.6178713221266214,-0.4352492075144978,0.21328091287411075,-0.24439048056357374,0.392590702213609,-0.2584152466925222,0.3512956742612826,-0.2364187508893931,0.053700748750803357,-0.32157897540048797,-0.113784822727318,0.04464608370658302,-0.4343256470833051,-0.3804755863963525,-0.1744187040991029
1,319938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139493.79931188293,7575.658192702929,-0.8923567387227161,0.304615900886676,0.7843968726200229,0.5777517701442609,-0.7996747967509101,-0.2739924519411888,-0.36468913644784984,0.08123920981237126,-0.4794538226056764,0.20472738495489207,0.002030692646509593,0.42655350357691385,-0.47595103946217276,-0.24918335070381617,0.24651494016532666,-0.3318209280751598,-0.26765955757501825,0.004639621553966598
2,319957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139474.44423862777,7557.02006275089,-0.567162400801767,0.6286562514599335,0.680209286815165,0.7307188871765966,-0.6935812739741646,0.1355593872495477,-0.21846765436565946,0.46754647047774917,-0.13576823692477596,0.35264773172370445,-0.23442971235258275,0.3007826764653506,-0.40926846274271594,-0.19605595486568445,0.323117580975495,-0.3903242280117548,-0.29560885928446407,-0.06129026020646207
3,319977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139454.07047930855,7537.400882352472,-1.0163560017706808,-0.045943181562097084,0.6638439632599923,0.17746942084662212,-0.8519150211689799,-0.4520150685590534,-0.3875835570291177,-0.037567972252720114,-0.5799179841040774,0.18787961295996547,0.1390719082265255,0.6065372382129164,-0.4225998352080226,-0.2328447985685452,0.23090284311241824,-0.4822097875715572,-0.29995877392751297,0.02791892587477655
4,320004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139426.5659020483,7510.915103128698,-0.7428115443124492,-0.03190365437123359,0.6916345021607286,0.05217443781524058,-0.8249146744798734,-0.35050178449738356,-0.34986285710296905,0.11193547634567279,-0.46165985968236883,0.13271173088247057,0.13024364873656502,0.7019471593005915,-0.3471287815059575,-0.25624444819738645,0.27641954342147435,-0.5550452497312219,-0.401594783261514,0.155529966018227
5,320023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139407.21082780248,7492.277018872074,-0.018287531819485316,-0.3202528110267923,0.5689284600393062,0.11957776440325457,-0.4765633647535904,-0.3635002277395293,-0.20789123887854555,0.12577270704526466,-0.49298288721756406,0.26635083934656706,0.38494473737713897,0.5462667677230215,-0.20914403788161753,-0.04501938022099909,0.05764271945911433,-0.4454792531319034,-0.49435621561637083,-0.10694534488772424
6,320028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139402.1362506299,7488.3722383715485,1.3354910242434554,-0.9707362188161651,-0.07309780443629552,-0.21250933380492526,-0.4241277714896717,0.16038323462360266,-0.14287251917425137,-0.08791454322997896,-0.0500240188629689,-0.331489513631046,-0.13805693331211757,-0.27186864709512953,0.12137134026673688,0.233766523453803,-0.1842038256111809,0.6977850957478712,0.10608394499388386,0.34115885593146567
7,320030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139400.09887989465,7486.410137690795,-0.5137664759214667,-0.9314958234565586,-0.02445867918810822,0.3772475813296869,-0.9439992101476703,0.09485518711700337,0.15027766767680345,-0.13021009539891626,0.40206767855766073,0.6569521247691924,-0.05220609125745889,-0.8463983294571478,-0.41442781422233266,0.7473319390624666,0.5482722819028413,-0.13830867120505663,0.7464251059717115,-0.06361611292847145
8,320034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139396.0241225003,7482.48650229683,1.3361168031891726,-0.9707650526482158,-0.07304113299731199,-0.2123841229374337,-0.42420523330371324,0.16040724275307822,-0.14290954582016774,-0.08806384704899031,-0.04994780905756419,-0.3315674860781472,-0.1380547460863801,-0.2718299860221566,0.12151879701188403,0.2337906955915009,-0.18413929462144865,0.6978257833773045,0.10615074628032457,0.3410958264809041
