,fdc_id,1004,1003,1087,1090,1092,1095,1091,1089,1098,1101,1051,1007,1093,1002,1167,1175,1165,1166,1103,1079,1170,1264,1265,1266,1314,1315,1316,1300,1109,1299,1404,1267,1323,1304,1263,1271,1306,1253,1262,1301,0,1,2,3,4,5,6,7,8,9
0,319907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139525.3786316568,7606.068162832624,2.2526087142764286,0.6561893174445631,0.5748325721490514,0.44951754850813963,-0.018687823348139822,0.24390013097573868,0.002588152232697989,0.46772446940254025
1,319909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139523.3412556136,7604.106250807718,2.2528173072583395,0.6561797061694031,0.5748514624698359,0.4495592852940318,-0.018713645613492515,0.24390813352658694,0.0025758093153164865,0.4676747026775802
2,319918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139514.1730634192,7595.277646695641,2.2537559756769383,0.6561364554311834,0.5749364689133658,0.44974710083054625,-0.01882984580757966,0.2439441450054041,0.002520266187099697,0.46745075241525996
3,319920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139512.13569461394,7593.315459571083,-0.3041693246654249,0.540656095680243,0.7402141154298696,0.6178702511953732,-0.43526726956339984,0.21327260837457704,-0.24446503363356042,0.3924385562559066
4,319927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139505.00487122484,7586.449042583567,2.2546946440955375,0.6560932046929638,0.5750214753568957,0.44993491636706084,-0.01894604600166678,0.24398015648422125,0.0024647230588829352,0.4672268021529397
5,319929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139502.96749518166,7584.48713055866,2.254903237077448,0.6560835934178039,0.5750403656776802,0.449976653152953,-0.0189718682670195,0.2439881590350695,0.002452380141501405,0.46717703542797967
6,319933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139498.89274309526,7580.563306508848,2.25532042304127,0.6560643708674841,0.5750781463192491,0.4500601267247373,-0.019023512797724886,0.24400416413676604,0.0024276943067383996,0.4670775019780596
7,319938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139493.79931188293,7575.658192702925,-0.892356738619237,0.30461591799411186,0.784397741639773,0.5777515493230008,-0.7996944091781799,-0.2739857388126517,-0.36472447791531887,0.08115976533817826
8,319945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139486.66848683608,7568.791834359413,2.256571980932735,0.6560067032165245,0.5751914882439557,0.45031054744009,-0.01917844638984107,0.24405217944185562,0.002353636802449356,0.4667789016282992
9,319947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139484.6311107929,7566.829922334507,2.256780573914646,0.6559970919413648,0.5752103785647402,0.45035228422598217,-0.019204268655193764,0.24406018199270388,0.0023412938850678536,0.46672913490333917
10,319954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139477.5002946417,7559.963230247337,2.2575106493513344,0.655963452478305,0.5752764946874858,0.4504983629766045,-0.019294646583928217,0.24408819092067277,0.0022980936742325667,0.46655495136597896
11,319955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139476.4816066201,7558.982274234883,2.2576149458422896,0.6559586468407251,0.5752859398478779,0.45051923136955063,-0.019307557716604563,0.24409219219609687,0.0022919222155418154,0.466530068003499
12,319957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139474.44423862777,7557.020062750887,-0.5671624006804181,0.6286562735684368,0.6802092724818004,0.730717385351112,-0.6936047508628531,0.13556496182517777,-0.2185315591897472,0.4674450584835998
13,319966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139465.27603838252,7548.1917580979025,2.2587622072427997,0.6559057848273454,0.5753898366121923,0.45074878369195737,-0.019449580176044402,0.2441362062257623,0.002224036169943523,0.4662563510162187
14,319968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139463.23866233934,7546.229846072996,2.2589708002247106,0.6558961735521857,0.5754087269329768,0.4507905204778494,-0.019475402441397095,0.24414420877661056,0.0022116932525620206,0.46620658429125866
15,319977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139454.07047930855,7537.400882352467,-1.0163560017010365,-0.045943178332129846,0.6638448686061433,0.17746956286350968,-0.8519243486479258,-0.452012760408243,-0.38760970547465146,-0.037635981558982595
16,319992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139438.790149821,7522.686901774126,2.261473916007641,0.6557808382502667,0.5756354107823901,0.4512913619085549,-0.019785269625629466,0.24424023938678965,0.002063578243983906,0.4656093835917379
17,319994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139436.7527737778,7520.72498974922,2.261682508989552,0.6557712269751067,0.5756543011031745,0.45133309869444704,-0.01981109189098216,0.24424824193763792,0.0020512353266024033,0.4655596168667779
18,319999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139431.6593336698,7515.820209686955,2.2622039914443293,0.6557471987872069,0.5757015269051357,0.45143744065917735,-0.01987564755436392,0.24426824831475855,0.0020203780331486468,0.4654352000543777
19,320004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139426.5659020483,7510.915103128694,-0.7428115442717925,-0.03190365831476772,0.6916352402309488,0.052174500712996875,-0.8249186251496313,-0.35050687437497097,-0.3499076016152423,0.11184098473071657
20,320012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139418.41638938902,7503.067781525068,2.26355984582675,0.6556847254986674,0.5758243139902345,0.4517087297674762,-0.02004349227915645,0.24432026489527223,0.001940149070168852,0.4651117163421374
21,320014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139416.37901334584,7501.105869500162,2.2637684388086607,0.6556751142235074,0.5758432043110189,0.45175046655336826,-0.020069314544509144,0.2443282674461205,0.0019278061527873494,0.46506194961717734
22,320021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139409.24819719465,7494.239177412993,2.2644985142453486,0.6556414747604479,0.5759093204337645,0.4518965453039908,-0.020159692473243597,0.24435627637408938,0.0018846059419520625,0.46488776607981713
23,320023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139407.21082780248,7492.2770188720715,-0.018287531759993446,-0.3202527934598893,0.5689271311643869,0.11957409378618075,-0.476579115613948,-0.36350269935796653,-0.20805162297155366,0.1255869578300865
24,320028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139402.1362506299,7488.372238371544,1.3354910242131408,-0.9707362162317001,-0.07309742862579424,-0.21250915931121928,-0.42412904145198754,0.16037332723951447,-0.14291441035973315,-0.08799680247483943
